Trial,Input_SNR_dB,Output_SNR_dB,SNR_Change_dB,Input_THD_dB,Output_THD_dB,Input_Vpp,Output_Vpp,Signal Shape,Signal Frequency,Timestamp,Corrected_Input_SNR_dB,Corrected_Output_SNR_dB,Corrected_SNR_Change_dB
1,63.85747592069955,75.46582680432846,11.608350883628908,-11.074679125265153,-12.40717362227649,1.1232,3.6576,sine,1kHz,20250331_183259,,,
2,57.552525802108356,73.71888863368562,16.166362831577267,-48.58408540873206,-28.77949037981765,1.8400000000000003,10.16,sine,1kHz,20250331_183316,,,
3,52.73860163317615,68.31651978205008,15.577918148873927,-33.35513710008196,-31.566249581652613,1.92,11.6,sine,1kHz,20250331_183333,,,
