Trial,Input_SNR_dB,Output_SNR_dB,SNR_Change_dB,Input_THD_dB,Output_THD_dB,Input_Vpp,Output_Vpp,Signal Shape,Signal Frequency,Timestamp,Corrected_Input_SNR_dB,Corrected_Output_SNR_dB,Corrected_SNR_Change_dB
1,31.353119542102803,5.018930848264245,-26.33418869383856,-7.249039812533179,9.132548862123258,0.0,0.16,sine,1kHz_no_change_to_scale,20250331_184438,31.353119542102803,,
2,31.353119542102803,8.391836770742632,-22.96128277136017,-7.249039812533179,1.389057548382564,0.0,0.16,sine,1kHz_no_change_to_scale,20250331_184454,31.353119542102803,,
3,31.353119542102803,-2.55786436323027,-33.910983905333076,-7.249039812533179,35.934412055936924,0.0,0.16,sine,1kHz_no_change_to_scale,20250331_184511,31.353119542102803,,
4,31.353119542102803,6.564764171764484,-24.78835537033832,-7.249039812533179,1.9685942554866485,0.0,0.16,sine,1kHz_no_change_to_scale,20250331_184528,31.353119542102803,,
5,31.353119542102803,10.880978464306658,-20.472141077796145,-7.249039812533179,13.829675605419583,0.0,0.16,sine,1kHz_no_change_to_scale,20250331_184544,31.353119542102803,,
