Trial,Latency (s),Latency (ms),Latency (µs),Signal Shape,Signal Frequency,Timestamp,Validity
89,0.0007585766233766253,0.7585766233766253,758.5766233766253,pulse2,1Hz,20250325_215440,Valid
90,0.0007503099567099591,0.750309956709959,750.3099567099591,pulse2,1Hz,20250325_215440,Valid
91,0.0007289766233766229,0.7289766233766228,728.9766233766229,pulse2,1Hz,20250325_215440,Valid
92,0.000744336623376625,0.744336623376625,744.336623376625,pulse2,1Hz,20250325_215440,Valid
93,0.0007577766233766253,0.7577766233766253,757.7766233766254,pulse2,1Hz,20250325_215440,Valid
94,0.0007481766233766255,0.7481766233766255,748.1766233766256,pulse2,1Hz,20250325_215440,Valid
95,0.0007550194871794894,0.7550194871794893,755.0194871794894,pulse2,1Hz,20250325_215440,Valid
96,0.0007559578947368442,0.7559578947368442,755.9578947368442,pulse2,1Hz,20250325_215440,Valid
97,0.0007575794871794891,0.7575794871794891,757.5794871794891,pulse2,1Hz,20250325_215440,Valid
98,0.0007425766233766247,0.7425766233766248,742.5766233766248,pulse2,1Hz,20250325_215440,Valid
99,0.0007577766233766253,0.7577766233766253,757.7766233766254,pulse2,1Hz,20250325_215440,Valid
100,0.0007631210389610405,0.7631210389610406,763.1210389610405,pulse2,1Hz,20250325_215440,Valid
